order_id,order_date,customer_id,product_id,product_name,category,unit_price,quantity,discount,sales,cogs,profit,region
O200444,2024-09-06,C100981,P1015,Office Supplies Item 15,Office Supplies,1276.5,5,0.0,6382.5,4316.08,2066.42,Central
O200445,2025-09-17,C100436,P3004,Furniture Item 4,Furniture,1197.1,3,0.0,3591.3,1545.39,2045.91,Central
O200446,2025-08-21,C100919,P3018,Furniture Item 18,Furniture,1136.61,2,0.0,2273.22,1237.93,1035.29,Central
O200447,2022-12-26,C100561,P5006,Accessories Item 6,Accessories,15.68,2,0.0,31.36,18.49,12.87,East
O200448,2024-04-30,C100422,P3010,Furniture Item 10,Furniture,702.98,2,0.15,1195.07,851.83,343.24,South
O200449,2022-12-06,C100303,P3012,Furniture Item 12,Furniture,806.55,4,0.0,3226.2,1726.85,1499.35,South
O200450,2024-01-13,C100072,P4010,Consumables Item 10,Consumables,1234.94,2,0.0,2469.88,1436.19,1033.69,Central
O200451,2024-06-17,C100263,P4008,Consumables Item 8,Consumables,241.88,3,0.0,725.64,472.64,253.0,East
O200452,2023-09-03,C100834,P4003,Consumables Item 3,Consumables,171.17,3,0.05,487.83,316.91,170.92,East
O200453,2024-07-11,C100222,P3018,Furniture Item 18,Furniture,1136.61,2,0.0,2273.22,1380.08,893.14,East
O200454,2023-10-23,C100077,P2003,Technology Item 3,Technology,1102.81,3,0.05,3143.01,1670.16,1472.85,West
O200455,2023-04-30,C100062,P3004,Furniture Item 4,Furniture,1197.1,2,0.15,2035.07,1359.37,675.7,West
O200456,2023-01-07,C100471,P5003,Accessories Item 3,Accessories,117.58,1,0.0,117.58,86.41,31.17,South
O200457,2023-08-19,C100157,P5015,Accessories Item 15,Accessories,191.35,1,0.0,191.35,88.31,103.04,South
O200458,2024-09-22,C100806,P3004,Furniture Item 4,Furniture,1197.1,6,0.1,6464.34,3466.08,2998.26,West
O200459,2023-04-30,C100125,P3012,Furniture Item 12,Furniture,806.55,2,0.1,1451.79,969.07,482.72,Central
O200460,2024-01-08,C100741,P4007,Consumables Item 7,Consumables,334.97,1,0.0,334.97,235.25,99.72,Central
O200461,2025-05-02,C100852,P2008,Technology Item 8,Technology,1671.55,6,0.0,10029.3,7146.72,2882.58,East
O200462,2023-01-05,C100161,P4007,Consumables Item 7,Consumables,334.97,3,0.1,904.42,598.1,306.32,South
O200463,2025-09-10,C100541,P4018,Consumables Item 18,Consumables,772.22,3,0.0,2316.66,1369.86,946.8,East
O200464,2023-11-19,C100626,P1018,Office Supplies Item 18,Office Supplies,982.11,4,0.0,3928.44,2586.17,1342.27,South
O200465,2022-12-09,C100591,P2007,Technology Item 7,Technology,1312.26,3,0.1,3543.1,1608.63,1934.47,Central
O200466,2025-01-30,C100535,P3011,Furniture Item 11,Furniture,542.78,1,0.0,542.78,262.22,280.56,Central
O200467,2024-06-24,C100106,P3020,Furniture Item 20,Furniture,1296.14,2,0.05,2462.67,1898.75,563.92,South
O200468,2024-12-24,C100131,P4014,Consumables Item 14,Consumables,1259.98,3,0.0,3779.94,2906.28,873.66,West
O200469,2024-09-01,C100357,P3009,Furniture Item 9,Furniture,1285.97,1,0.0,1285.97,886.75,399.22,South
O200470,2024-02-22,C100989,P1015,Office Supplies Item 15,Office Supplies,1276.5,1,0.05,1212.68,643.71,568.97,Central
O200471,2024-05-14,C100685,P5003,Accessories Item 3,Accessories,117.58,1,0.0,117.58,77.55,40.03,South
O200472,2023-02-09,C100776,P4013,Consumables Item 13,Consumables,756.61,2,0.05,1437.56,970.52,467.04,Central
O200473,2024-03-28,C100854,P4008,Consumables Item 8,Consumables,241.88,3,0.0,725.64,439.77,285.87,West
O200474,2023-04-25,C100885,P1015,Office Supplies Item 15,Office Supplies,1276.5,3,0.0,3829.5,2678.39,1151.11,Central
O200475,2023-06-26,C100797,P3011,Furniture Item 11,Furniture,542.78,2,0.0,1085.56,447.12,638.44,West
O200476,2025-04-28,C100002,P3008,Furniture Item 8,Furniture,774.16,1,0.1,696.74,350.1,346.64,South
O200477,2025-10-18,C100233,P4012,Consumables Item 12,Consumables,605.54,4,0.0,2422.16,1738.58,683.58,South
O200478,2025-03-20,C100369,P1001,Office Supplies Item 1,Office Supplies,53.51,4,0.0,214.04,165.98,48.06,Central
O200479,2024-03-09,C100251,P1007,Office Supplies Item 7,Office Supplies,1432.06,4,0.0,5728.24,4298.67,1429.57,South
O200480,2025-06-04,C100946,P3013,Furniture Item 13,Furniture,1077.46,2,0.05,2047.17,1405.58,641.59,West
O200481,2024-11-24,C100833,P2011,Technology Item 11,Technology,4293.44,3,0.0,12880.32,6004.79,6875.53,East
O200482,2023-05-30,C100108,P1018,Office Supplies Item 18,Office Supplies,982.11,2,0.15,1669.59,914.08,755.51,Central
O200483,2023-03-20,C100276,P1012,Office Supplies Item 12,Office Supplies,362.33,3,0.2,869.59,365.3,504.29,Central
O200484,2024-04-24,C100180,P3008,Furniture Item 8,Furniture,774.16,3,0.0,2322.48,1523.42,799.06,East
O200485,2023-07-28,C100725,P2010,Technology Item 10,Technology,545.3,2,0.0,1090.6,632.49,458.11,Central
O200486,2025-09-01,C100293,P5017,Accessories Item 17,Accessories,955.69,1,0.15,812.34,511.13,301.21,Central
O200487,2024-03-20,C100584,P1007,Office Supplies Item 7,Office Supplies,1432.06,1,0.0,1432.06,1133.82,298.24,East
O200488,2022-12-02,C100795,P5012,Accessories Item 12,Accessories,531.07,4,0.1,1911.85,1072.36,839.49,West
O200489,2025-10-28,C100175,P1003,Office Supplies Item 3,Office Supplies,468.91,3,0.0,1406.73,735.28,671.45,East
O200490,2025-01-21,C100123,P4003,Consumables Item 3,Consumables,171.17,1,0.0,171.17,78.78,92.39,West
O200491,2023-10-28,C100227,P1006,Office Supplies Item 6,Office Supplies,309.21,2,0.2,494.74,226.32,268.42,South
O200492,2025-05-17,C100902,P5015,Accessories Item 15,Accessories,191.35,1,0.0,191.35,116.23,75.12,East
O200493,2023-02-08,C100444,P1015,Office Supplies Item 15,Office Supplies,1276.5,2,0.0,2553.0,1786.31,766.69,West
O200494,2022-11-09,C100813,P4011,Consumables Item 11,Consumables,470.52,3,0.05,1340.98,839.17,501.81,Central
O200495,2024-09-27,C100428,P3003,Furniture Item 3,Furniture,200.93,2,0.15,341.58,255.95,85.63,South
O200496,2025-09-18,C100083,P5014,Accessories Item 14,Accessories,784.72,4,0.0,3138.88,1652.15,1486.73,Central
O200497,2024-02-05,C100765,P5011,Accessories Item 11,Accessories,385.85,4,0.15,1311.89,837.01,474.88,East
O200498,2025-05-09,C100658,P5001,Accessories Item 1,Accessories,306.1,4,0.05,1163.18,772.93,390.25,South
O200499,2023-11-25,C100632,P1018,Office Supplies Item 18,Office Supplies,982.11,2,0.2,1571.38,804.98,766.4,West
O200500,2024-07-24,C100065,P2002,Technology Item 2,Technology,613.05,3,0.05,1747.19,975.84,771.35,West
O200501,2024-09-12,C100281,P4001,Consumables Item 1,Consumables,1495.23,3,0.05,4261.41,2711.86,1549.55,East
O200502,2023-04-06,C100795,P4001,Consumables Item 1,Consumables,1495.23,2,0.1,2691.41,1099.1,1592.31,South
O200503,2023-10-01,C100391,P3013,Furniture Item 13,Furniture,1077.46,2,0.0,2154.92,1626.2,528.72,Central
O200504,2023-07-18,C100428,P2006,Technology Item 6,Technology,1048.28,1,0.15,891.04,396.0,495.04,South
O200505,2023-01-21,C100618,P5011,Accessories Item 11,Accessories,385.85,2,0.0,771.7,323.36,448.34,East
O200506,2024-11-23,C100925,P2020,Technology Item 20,Technology,2640.06,1,0.0,2640.06,1283.11,1356.95,West
O200507,2024-10-20,C100991,P5008,Accessories Item 8,Accessories,497.2,2,0.05,944.68,567.68,377.0,East
O200508,2023-01-14,C100812,P1008,Office Supplies Item 8,Office Supplies,1378.19,1,0.0,1378.19,732.48,645.71,West
O200509,2024-07-18,C100107,P2001,Technology Item 1,Technology,2209.18,4,0.1,7953.05,4581.42,3371.63,South
O200510,2023-01-01,C100548,P5013,Accessories Item 13,Accessories,1059.89,4,0.1,3815.6,1654.86,2160.74,East
O200511,2025-03-23,C100659,P3003,Furniture Item 3,Furniture,200.93,4,0.0,803.72,396.43,407.29,East
O200512,2023-09-16,C100262,P2001,Technology Item 1,Technology,2209.18,2,0.0,4418.36,1939.94,2478.42,Central
O200513,2023-02-10,C100921,P1003,Office Supplies Item 3,Office Supplies,468.91,1,0.0,468.91,230.65,238.26,East
O200514,2025-03-23,C100159,P2011,Technology Item 11,Technology,4293.44,3,0.15,10948.27,7459.31,3488.96,West
O200515,2025-06-11,C100265,P2007,Technology Item 7,Technology,1312.26,3,0.1,3543.1,2232.57,1310.53,West
O200516,2023-07-13,C100468,P2007,Technology Item 7,Technology,1312.26,2,0.0,2624.52,1400.41,1224.11,South
O200517,2024-05-23,C100202,P4013,Consumables Item 13,Consumables,756.61,3,0.2,1815.86,916.08,899.78,East
O200518,2023-02-20,C100933,P3017,Furniture Item 17,Furniture,715.82,2,0.0,1431.64,1143.9,287.74,South
O200519,2025-07-12,C100155,P5017,Accessories Item 17,Accessories,955.69,7,0.0,6689.83,4730.69,1959.14,Central
O200520,2025-07-25,C100013,P2013,Technology Item 13,Technology,2603.81,1,0.0,2603.81,1897.7,706.11,East
O200521,2024-02-04,C100297,P5010,Accessories Item 10,Accessories,678.1,1,0.0,678.1,278.39,399.71,East
O200522,2024-10-08,C100896,P5012,Accessories Item 12,Accessories,531.07,2,0.05,1009.03,427.66,581.37,South
O200523,2025-04-05,C100834,P3004,Furniture Item 4,Furniture,1197.1,4,0.0,4788.4,3280.27,1508.13,Central
O200524,2025-10-11,C100498,P3003,Furniture Item 3,Furniture,200.93,2,0.1,361.67,172.42,189.25,West
O200525,2024-04-03,C100597,P2011,Technology Item 11,Technology,4293.44,3,0.05,12236.3,6977.9,5258.4,East
O200526,2025-01-20,C100993,P4005,Consumables Item 5,Consumables,1091.68,4,0.0,4366.72,2068.37,2298.35,East
O200527,2023-06-24,C100792,P5004,Accessories Item 4,Accessories,566.9,2,0.0,1133.8,533.83,599.97,Central
O200528,2025-05-15,C100245,P4016,Consumables Item 16,Consumables,924.52,3,0.0,2773.56,1230.44,1543.12,West
O200529,2024-05-10,C100300,P1017,Office Supplies Item 17,Office Supplies,816.15,2,0.0,1632.3,1040.92,591.38,Central
O200530,2024-08-10,C100362,P1015,Office Supplies Item 15,Office Supplies,1276.5,3,0.0,3829.5,2664.26,1165.24,South
O200531,2023-06-22,C100354,P2014,Technology Item 14,Technology,3038.06,6,0.0,18228.36,7705.82,10522.54,West
O200532,2025-09-21,C100828,P4020,Consumables Item 20,Consumables,1460.03,1,0.0,1460.03,744.94,715.09,East
O200533,2024-06-01,C100521,P1004,Office Supplies Item 4,Office Supplies,601.69,3,0.15,1534.31,1017.78,516.53,Central
O200534,2024-04-25,C100386,P4012,Consumables Item 12,Consumables,605.54,4,0.0,2422.16,1348.96,1073.2,Central
O200535,2023-02-22,C100759,P5018,Accessories Item 18,Accessories,1149.97,1,0.15,977.47,666.5,310.97,South
O200536,2023-05-23,C100312,P5009,Accessories Item 9,Accessories,83.46,2,0.0,166.92,117.46,49.46,Central
O200537,2025-09-18,C100414,P4019,Consumables Item 19,Consumables,1074.49,5,0.2,4297.96,1774.7,2523.26,West
O200538,2024-08-04,C100278,P2008,Technology Item 8,Technology,1671.55,2,0.0,3343.1,1846.54,1496.56,West
O200539,2024-02-17,C100750,P4013,Consumables Item 13,Consumables,756.61,3,0.1,2042.85,1412.95,629.9,East
O200540,2024-09-27,C100715,P1002,Office Supplies Item 2,Office Supplies,357.2,4,0.0,1428.8,787.79,641.01,West
O200541,2023-07-11,C100759,P1017,Office Supplies Item 17,Office Supplies,816.15,2,0.0,1632.3,656.73,975.57,Central
O200542,2025-04-23,C100747,P3018,Furniture Item 18,Furniture,1136.61,2,0.1,2045.9,1093.58,952.32,Central
O200543,2023-11-21,C100593,P4014,Consumables Item 14,Consumables,1259.98,2,0.1,2267.96,1698.84,569.12,West
O200544,2023-01-01,C100356,P1009,Office Supplies Item 9,Office Supplies,75.25,2,0.1,135.45,105.76,29.69,South
O200545,2024-03-29,C100525,P2011,Technology Item 11,Technology,4293.44,3,0.0,12880.32,8039.98,4840.34,East
O200546,2024-01-04,C100839,P4006,Consumables Item 6,Consumables,1311.65,3,0.05,3738.2,1953.37,1784.83,East
O200547,2024-06-02,C100016,P5008,Accessories Item 8,Accessories,497.2,1,0.0,497.2,291.57,205.63,West
O200548,2024-11-12,C100993,P4002,Consumables Item 2,Consumables,643.15,4,0.0,2572.6,1272.1,1300.5,Central
O200549,2024-09-05,C100045,P1019,Office Supplies Item 19,Office Supplies,414.61,5,0.1,1865.74,871.77,993.97,Central
O200550,2023-09-07,C100321,P5001,Accessories Item 1,Accessories,306.1,3,0.0,918.3,548.61,369.69,West
O200551,2024-02-14,C100651,P4014,Consumables Item 14,Consumables,1259.98,2,0.2,2015.97,1400.44,615.53,Central
O200552,2025-01-17,C100326,P3015,Furniture Item 15,Furniture,1408.62,1,0.0,1408.62,688.8,719.82,East
O200553,2023-04-21,C100148,P2008,Technology Item 8,Technology,1671.55,2,0.2,2674.48,2042.81,631.67,East
O200554,2024-05-29,C100355,P5012,Accessories Item 12,Accessories,531.07,6,0.05,3027.1,1414.54,1612.56,Central
O200555,2022-12-01,C100236,P3010,Furniture Item 10,Furniture,702.98,2,0.0,1405.96,876.43,529.53,East
O200556,2022-12-17,C100703,P4005,Consumables Item 5,Consumables,1091.68,3,0.0,3275.04,2327.09,947.95,East
O200557,2023-03-10,C100613,P1003,Office Supplies Item 3,Office Supplies,468.91,3,0.1,1266.06,614.49,651.57,East
O200558,2023-10-18,C100105,P4019,Consumables Item 19,Consumables,1074.49,2,0.1,1934.08,1002.97,931.11,West
O200559,2025-07-05,C100474,P3012,Furniture Item 12,Furniture,806.55,4,0.0,3226.2,1356.92,1869.28,South
O200560,2022-12-28,C100762,P1010,Office Supplies Item 10,Office Supplies,511.53,4,0.05,1943.81,1511.47,432.34,South
O200561,2025-01-20,C100396,P2001,Technology Item 1,Technology,2209.18,4,0.0,8836.72,5255.98,3580.74,South
O200562,2024-12-07,C100446,P2017,Technology Item 17,Technology,3583.54,3,0.05,10213.09,4347.94,5865.15,East
O200563,2024-09-13,C100606,P1015,Office Supplies Item 15,Office Supplies,1276.5,6,0.2,6127.2,4485.42,1641.78,South
O200564,2025-07-24,C100220,P5007,Accessories Item 7,Accessories,687.81,3,0.0,2063.43,1295.29,768.14,West
O200565,2023-08-13,C100987,P4018,Consumables Item 18,Consumables,772.22,2,0.05,1467.22,619.33,847.89,South
O200566,2025-10-30,C100810,P4019,Consumables Item 19,Consumables,1074.49,1,0.0,1074.49,623.59,450.9,South
O200567,2025-04-04,C100851,P4014,Consumables Item 14,Consumables,1259.98,2,0.0,2519.96,1445.86,1074.1,West
O200568,2023-12-02,C100965,P1009,Office Supplies Item 9,Office Supplies,75.25,3,0.15,191.89,87.97,103.92,East
O200569,2022-11-26,C100442,P3004,Furniture Item 4,Furniture,1197.1,2,0.0,2394.2,1360.26,1033.94,Central
O200570,2023-09-09,C100645,P2019,Technology Item 19,Technology,1281.18,4,0.0,5124.72,2629.61,2495.11,West
O200571,2023-03-06,C100873,P1005,Office Supplies Item 5,Office Supplies,367.17,1,0.1,330.45,224.7,105.75,East
O200572,2025-01-19,C100667,P2005,Technology Item 5,Technology,4160.53,2,0.0,8321.06,3346.7,4974.36,East
O200573,2023-05-07,C100028,P3016,Furniture Item 16,Furniture,445.94,2,0.0,891.88,394.7,497.18,Central
O200574,2024-09-28,C100794,P5010,Accessories Item 10,Accessories,678.1,2,0.0,1356.2,1040.83,315.37,East
O200575,2025-01-18,C100475,P4004,Consumables Item 4,Consumables,50.47,3,0.0,151.41,86.81,64.6,South
O200576,2024-10-16,C100628,P4012,Consumables Item 12,Consumables,605.54,3,0.0,1816.62,854.67,961.95,East
O200577,2024-01-24,C100305,P5006,Accessories Item 6,Accessories,15.68,2,0.05,29.79,21.37,8.42,West
O200578,2024-04-06,C100746,P3012,Furniture Item 12,Furniture,806.55,2,0.0,1613.1,1194.72,418.38,East
O200579,2025-07-13,C100405,P5009,Accessories Item 9,Accessories,83.46,2,0.0,166.92,80.87,86.05,South
O200580,2024-08-19,C100513,P4016,Consumables Item 16,Consumables,924.52,2,0.0,1849.04,1267.41,581.63,Central
O200581,2024-06-19,C100502,P1009,Office Supplies Item 9,Office Supplies,75.25,2,0.0,150.5,97.23,53.27,East
O200582,2023-02-08,C100348,P1010,Office Supplies Item 10,Office Supplies,511.53,5,0.0,2557.65,1785.3,772.35,Central
O200583,2024-07-08,C100240,P1010,Office Supplies Item 10,Office Supplies,511.53,1,0.05,485.95,347.53,138.42,East
O200584,2025-06-05,C100570,P4013,Consumables Item 13,Consumables,756.61,2,0.0,1513.22,1005.34,507.88,Central
O200585,2024-05-09,C100847,P4002,Consumables Item 2,Consumables,643.15,3,0.2,1543.56,1207.82,335.74,West
O200586,2023-08-05,C100695,P5010,Accessories Item 10,Accessories,678.1,3,0.0,2034.3,1516.96,517.34,East
O200587,2024-03-05,C100337,P5019,Accessories Item 19,Accessories,123.42,2,0.0,246.84,121.34,125.5,Central
O200588,2023-07-13,C100026,P5011,Accessories Item 11,Accessories,385.85,4,0.0,1543.4,1181.36,362.04,East
O200589,2023-11-16,C100980,P3020,Furniture Item 20,Furniture,1296.14,2,0.0,2592.28,1409.78,1182.5,Central
O200590,2025-04-10,C100409,P5015,Accessories Item 15,Accessories,191.35,4,0.1,688.86,475.74,213.12,Central
O200591,2024-04-25,C100077,P1019,Office Supplies Item 19,Office Supplies,414.61,2,0.15,704.84,521.02,183.82,Central
O200592,2025-02-02,C100929,P2018,Technology Item 18,Technology,362.51,1,0.0,362.51,208.28,154.23,South
O200593,2025-03-28,C100217,P1006,Office Supplies Item 6,Office Supplies,309.21,3,0.05,881.25,370.66,510.59,Central
O200594,2023-08-08,C100328,P1015,Office Supplies Item 15,Office Supplies,1276.5,5,0.05,6063.38,4728.62,1334.76,West
O200595,2024-12-12,C100837,P5013,Accessories Item 13,Accessories,1059.89,6,0.2,5087.47,2182.48,2904.99,South
O200596,2025-02-20,C100774,P3007,Furniture Item 7,Furniture,469.52,3,0.0,1408.56,759.56,649.0,South
O200597,2024-10-19,C100023,P3005,Furniture Item 5,Furniture,764.38,3,0.0,2293.14,1464.35,828.79,Central
O200598,2023-09-24,C100756,P1005,Office Supplies Item 5,Office Supplies,367.17,1,0.0,367.17,164.13,203.04,South
O200599,2023-05-30,C100670,P4018,Consumables Item 18,Consumables,772.22,1,0.0,772.22,567.8,204.42,South
O200600,2024-10-27,C100718,P3013,Furniture Item 13,Furniture,1077.46,4,0.1,3878.86,1867.16,2011.7,East
O200601,2025-05-11,C100310,P4006,Consumables Item 6,Consumables,1311.65,4,0.15,4459.61,3542.72,916.89,East
O200602,2024-05-05,C100599,P4002,Consumables Item 2,Consumables,643.15,3,0.0,1929.45,1479.07,450.38,West
O200603,2022-11-26,C100267,P2003,Technology Item 3,Technology,1102.81,2,0.1,1985.06,1274.06,711.0,South
O200604,2022-11-27,C100415,P3004,Furniture Item 4,Furniture,1197.1,4,0.15,4070.14,2702.59,1367.55,East
O200605,2024-10-02,C100646,P3012,Furniture Item 12,Furniture,806.55,3,0.15,2056.7,1261.67,795.03,Central
O200606,2024-09-12,C100267,P3006,Furniture Item 6,Furniture,1126.74,4,0.1,4056.26,2257.07,1799.19,South
O200607,2023-12-18,C100333,P1019,Office Supplies Item 19,Office Supplies,414.61,2,0.05,787.76,425.93,361.83,South
O200608,2023-04-16,C100780,P5008,Accessories Item 8,Accessories,497.2,4,0.0,1988.8,1504.85,483.95,Central
O200609,2023-04-18,C100450,P5004,Accessories Item 4,Accessories,566.9,5,0.15,2409.32,1519.43,889.89,West
O200610,2023-06-17,C100565,P3007,Furniture Item 7,Furniture,469.52,3,0.0,1408.56,1027.29,381.27,East
O200611,2023-11-02,C100611,P5011,Accessories Item 11,Accessories,385.85,2,0.0,771.7,467.36,304.34,South
O200612,2024-04-11,C100247,P3012,Furniture Item 12,Furniture,806.55,2,0.0,1613.1,843.34,769.76,South
O200613,2024-12-30,C100036,P2004,Technology Item 4,Technology,1323.25,1,0.05,1257.09,548.98,708.11,South
O200614,2024-04-07,C100401,P1017,Office Supplies Item 17,Office Supplies,816.15,4,0.0,3264.6,1728.54,1536.06,South
O200615,2025-10-31,C100028,P5009,Accessories Item 9,Accessories,83.46,6,0.1,450.68,338.93,111.75,East
O200616,2023-02-14,C100220,P3006,Furniture Item 6,Furniture,1126.74,4,0.0,4506.96,3086.3,1420.66,Central
O200617,2024-11-01,C100406,P4004,Consumables Item 4,Consumables,50.47,1,0.0,50.47,36.05,14.42,East
O200618,2025-06-22,C100614,P5015,Accessories Item 15,Accessories,191.35,1,0.0,191.35,135.74,55.61,Central
O200619,2023-03-13,C100775,P2008,Technology Item 8,Technology,1671.55,4,0.0,6686.2,2995.34,3690.86,East
O200620,2024-04-17,C100271,P3010,Furniture Item 10,Furniture,702.98,3,0.0,2108.94,977.59,1131.35,East
O200621,2025-07-02,C100736,P4004,Consumables Item 4,Consumables,50.47,1,0.0,50.47,26.59,23.88,South
O200622,2023-07-27,C100651,P2008,Technology Item 8,Technology,1671.55,2,0.0,3343.1,1739.79,1603.31,Central
O200623,2024-09-03,C100792,P5006,Accessories Item 6,Accessories,15.68,2,0.15,26.66,11.37,15.29,South
O200624,2024-12-30,C100511,P3016,Furniture Item 16,Furniture,445.94,4,0.0,1783.76,823.01,960.75,Central
O200625,2022-11-18,C100963,P3019,Furniture Item 19,Furniture,1035.24,6,0.05,5900.87,4381.35,1519.52,West
O200626,2023-02-25,C100286,P1005,Office Supplies Item 5,Office Supplies,367.17,4,0.0,1468.68,933.52,535.16,West
O200627,2025-01-06,C100454,P3014,Furniture Item 14,Furniture,668.13,4,0.0,2672.52,1434.91,1237.61,South
O200628,2024-05-04,C100762,P3004,Furniture Item 4,Furniture,1197.1,2,0.05,2274.49,1388.78,885.71,Central
O200629,2025-05-17,C100834,P3002,Furniture Item 2,Furniture,1401.3,2,0.05,2662.47,1343.28,1319.19,South
O200630,2024-11-22,C100317,P4012,Consumables Item 12,Consumables,605.54,3,0.0,1816.62,1150.9,665.72,East
O200631,2023-12-27,C100590,P5012,Accessories Item 12,Accessories,531.07,2,0.0,1062.14,456.56,605.58,West
O200632,2024-08-07,C100297,P3017,Furniture Item 17,Furniture,715.82,3,0.15,1825.34,1389.19,436.15,South
O200633,2024-05-11,C100338,P3007,Furniture Item 7,Furniture,469.52,3,0.0,1408.56,698.9,709.66,East
O200634,2022-12-20,C100307,P4016,Consumables Item 16,Consumables,924.52,2,0.0,1849.04,1345.42,503.62,West
O200635,2024-09-08,C100428,P2005,Technology Item 5,Technology,4160.53,6,0.0,24963.18,16575.54,8387.64,West
O200636,2023-02-14,C100351,P3004,Furniture Item 4,Furniture,1197.1,2,0.1,2154.78,1312.7,842.08,Central
O200637,2024-08-19,C100511,P1015,Office Supplies Item 15,Office Supplies,1276.5,2,0.1,2297.7,1773.64,524.06,East
O200638,2025-10-31,C100525,P3011,Furniture Item 11,Furniture,542.78,5,0.0,2713.9,1255.79,1458.11,Central
O200639,2025-07-15,C100858,P3013,Furniture Item 13,Furniture,1077.46,2,0.0,2154.92,964.78,1190.14,South
O200640,2025-02-19,C100492,P2014,Technology Item 14,Technology,3038.06,1,0.0,3038.06,1606.36,1431.7,East
O200641,2024-01-20,C100908,P4017,Consumables Item 17,Consumables,267.63,2,0.0,535.26,391.86,143.4,West
O200642,2023-01-09,C100594,P1008,Office Supplies Item 8,Office Supplies,1378.19,4,0.0,5512.76,2282.73,3230.03,East
O200643,2023-03-30,C100009,P4017,Consumables Item 17,Consumables,267.63,6,0.0,1605.78,796.09,809.69,West
O200644,2024-12-13,C100497,P5020,Accessories Item 20,Accessories,75.35,6,0.0,452.1,257.64,194.46,West
O200645,2025-06-01,C100725,P4010,Consumables Item 10,Consumables,1234.94,3,0.1,3334.34,2284.61,1049.73,Central
O200646,2024-01-29,C100560,P5016,Accessories Item 16,Accessories,1442.31,5,0.05,6850.97,3560.62,3290.35,East
O200647,2025-06-03,C100561,P2001,Technology Item 1,Technology,2209.18,2,0.1,3976.52,2303.38,1673.14,West
O200648,2024-06-23,C100821,P1007,Office Supplies Item 7,Office Supplies,1432.06,4,0.0,5728.24,3063.12,2665.12,Central
O200649,2024-08-14,C100440,P5010,Accessories Item 10,Accessories,678.1,4,0.2,2169.92,947.87,1222.05,South
O200650,2024-10-25,C100552,P4019,Consumables Item 19,Consumables,1074.49,3,0.2,2578.78,1793.47,785.31,East
O200651,2023-06-21,C100875,P3016,Furniture Item 16,Furniture,445.94,3,0.0,1337.82,782.03,555.79,Central
O200652,2023-07-09,C100792,P3009,Furniture Item 9,Furniture,1285.97,2,0.0,2571.94,1864.67,707.27,West
O200653,2023-01-18,C100738,P3002,Furniture Item 2,Furniture,1401.3,5,0.1,6305.85,4274.59,2031.26,East
O200654,2025-10-11,C100968,P2003,Technology Item 3,Technology,1102.81,4,0.1,3970.12,1679.86,2290.26,Central
O200655,2025-04-16,C100108,P3012,Furniture Item 12,Furniture,806.55,2,0.15,1371.14,822.73,548.41,Central
O200656,2025-05-09,C100245,P4019,Consumables Item 19,Consumables,1074.49,3,0.05,3062.3,2438.64,623.66,Central
O200657,2024-12-20,C100255,P3013,Furniture Item 13,Furniture,1077.46,2,0.0,2154.92,1127.34,1027.58,East
O200658,2023-06-14,C100033,P1016,Office Supplies Item 16,Office Supplies,1112.6,2,0.0,2225.2,1328.85,896.35,South
O200659,2025-10-10,C100023,P5016,Accessories Item 16,Accessories,1442.31,1,0.0,1442.31,953.1,489.21,East
O200660,2025-09-23,C100845,P2017,Technology Item 17,Technology,3583.54,3,0.1,9675.56,4653.04,5022.52,East
O200661,2025-01-11,C100566,P1018,Office Supplies Item 18,Office Supplies,982.11,2,0.2,1571.38,1070.11,501.27,Central
O200662,2024-11-11,C100821,P1020,Office Supplies Item 20,Office Supplies,891.62,2,0.0,1783.24,1183.91,599.33,East
O200663,2023-03-11,C100049,P3006,Furniture Item 6,Furniture,1126.74,1,0.0,1126.74,619.69,507.05,East
O200664,2025-08-19,C100462,P1002,Office Supplies Item 2,Office Supplies,357.2,2,0.0,714.4,367.04,347.36,West
O200665,2024-07-24,C100590,P5007,Accessories Item 7,Accessories,687.81,1,0.0,687.81,527.99,159.82,Central
O200666,2025-02-15,C100336,P5014,Accessories Item 14,Accessories,784.72,4,0.1,2824.99,1273.53,1551.46,West
O200667,2024-11-28,C100945,P4003,Consumables Item 3,Consumables,171.17,3,0.0,513.51,294.14,219.37,Central
O200668,2024-10-04,C100358,P1003,Office Supplies Item 3,Office Supplies,468.91,1,0.0,468.91,331.42,137.49,South
O200669,2024-03-11,C100122,P3006,Furniture Item 6,Furniture,1126.74,2,0.0,2253.48,1034.92,1218.56,South
O200670,2023-09-19,C100444,P3009,Furniture Item 9,Furniture,1285.97,3,0.0,3857.91,2982.82,875.09,East
O200671,2024-07-07,C100359,P1001,Office Supplies Item 1,Office Supplies,53.51,3,0.0,160.53,98.0,62.53,Central
O200672,2023-09-25,C100602,P2002,Technology Item 2,Technology,613.05,3,0.0,1839.15,1107.03,732.12,East
O200673,2023-03-13,C100346,P5013,Accessories Item 13,Accessories,1059.89,6,0.0,6359.34,3622.99,2736.35,South
O200674,2025-02-12,C100193,P1014,Office Supplies Item 14,Office Supplies,962.37,4,0.05,3657.01,2731.71,925.3,South
O200675,2024-08-12,C100416,P5012,Accessories Item 12,Accessories,531.07,4,0.05,2018.07,1572.84,445.23,West
O200676,2023-03-01,C100377,P5005,Accessories Item 5,Accessories,1231.71,6,0.05,7020.75,3875.65,3145.1,Central
