ticket_id,created_at,resolved_at,priority,status,assigned_agent,resolution_hours,sla_met,category
T300268,2024-10-16,2024-10-16 02:57:51.266078224,Critical,Open,Agent_18,2.96,1,Technical
T300269,2024-07-02,2024-07-02 05:23:13.692223901,High,Resolved,Agent_12,5.39,1,Billing
T300270,2023-10-04,2023-10-05 22:19:49.045134897,Medium,Resolved,Agent_19,46.33,1,Technical
T300271,2023-07-04,2023-07-07 20:37:31.439536415,Low,Resolved,Agent_11,92.63,0,Billing
T300272,2024-05-11,2024-05-13 12:33:08.727180709,Medium,Resolved,Agent_17,60.55,0,Technical
T300273,2023-05-23,2023-05-26 11:07:22.156855478,Low,Resolved,Agent_3,83.12,0,HR
T300274,2025-04-23,2025-04-23 06:32:35.218940313,Low,Closed,Agent_15,6.54,1,Technical
T300275,2024-09-04,2024-09-04 03:18:09.778601665,Low,Resolved,Agent_5,3.3,1,Billing
T300276,2024-11-05,2024-11-05 01:26:40.738238354,Medium,Resolved,Agent_4,1.44,1,Other
T300277,2023-08-11,2023-08-12 23:04:07.239680715,High,Resolved,Agent_1,47.07,0,Billing
T300278,2023-06-06,2023-06-06 08:20:43.582669282,High,Resolved,Agent_3,8.35,1,Technical
T300279,2024-05-26,2024-05-26 01:28:05.935731306,High,Resolved,Agent_10,1.47,1,HR
T300280,2023-05-01,2023-05-02 13:43:25.284616277,Low,Resolved,Agent_13,37.72,1,Technical
T300281,2025-07-01,2025-07-02 05:44:00.733507520,Medium,Closed,Agent_7,29.73,1,HR
T300282,2025-05-29,2025-05-29 01:00:00.000000000,Critical,Resolved,Agent_14,1.0,1,Technical
T300283,2023-05-27,2023-05-27 10:12:22.967619319,Medium,Resolved,Agent_13,10.21,1,Technical
T300284,2023-12-28,2023-12-28 09:59:09.019946779,Low,Resolved,Agent_5,9.99,1,HR
T300285,2023-03-19,2023-03-20 20:28:30.800826611,High,Resolved,Agent_11,44.48,0,Logistics
T300286,2023-05-22,2023-05-22 09:11:36.449268470,Medium,Resolved,Agent_14,9.19,1,Logistics
T300287,2023-07-12,2023-07-14 08:17:42.197149174,Low,Resolved,Agent_1,56.3,1,Technical
T300288,2024-05-22,2024-05-27 00:18:15.655754539,Low,Closed,Agent_5,120.3,0,Technical
T300289,2023-12-31,2024-01-03 23:28:44.739751767,Low,Resolved,Agent_3,95.48,0,Technical
T300290,2025-05-22,2025-05-22 12:01:11.927592486,Medium,Resolved,Agent_1,12.02,1,Billing
T300291,2025-06-26,2025-06-26 17:52:28.356905223,Low,Closed,Agent_17,17.87,1,Technical
T300292,2024-12-01,2024-12-02 15:45:45.912061546,Medium,Escalated,Agent_20,39.76,1,Technical
T300293,2024-05-22,2024-05-22 01:22:39.620539949,Critical,Resolved,Agent_12,1.38,1,Billing
T300294,2024-06-01,2024-06-01 15:09:40.774310841,High,Resolved,Agent_13,15.16,1,Billing
T300295,2023-06-19,2023-06-20 19:17:06.520141211,Medium,Resolved,Agent_6,43.29,1,Technical
T300296,2025-07-22,2025-07-23 21:24:23.258192126,Medium,Resolved,Agent_3,45.41,1,Logistics
T300297,2023-08-13,2023-08-13 01:00:00.000000000,Medium,Closed,Agent_11,1.0,1,Billing
T300298,2025-05-10,2025-05-10 08:18:52.790439765,High,Resolved,Agent_11,8.31,1,Technical
T300299,2022-12-24,2022-12-24 05:18:37.290327974,High,Resolved,Agent_10,5.31,1,Technical
T300300,2024-12-29,2025-01-01 20:33:28.882909199,Medium,Open,Agent_11,92.56,0,HR
T300301,2024-05-31,2024-06-01 13:42:02.154388270,Low,Closed,Agent_16,37.7,1,Logistics
T300302,2023-11-24,2023-11-25 02:46:00.806045475,Low,Resolved,Agent_20,26.77,1,Other
T300303,2025-09-02,2025-09-02 06:43:28.841780268,Medium,Resolved,Agent_10,6.72,1,Logistics
T300304,2023-10-09,2023-10-09 22:25:15.059074636,High,Resolved,Agent_12,22.42,1,Billing
T300305,2023-10-05,2023-10-05 09:14:01.353001859,Medium,Resolved,Agent_19,9.23,1,Technical
T300306,2022-11-24,2022-11-25 18:04:22.827097969,Medium,Resolved,Agent_9,42.07,1,Logistics
T300307,2025-09-24,2025-09-28 10:39:21.734687742,Low,Resolved,Agent_4,106.66,0,Technical
T300308,2024-06-08,2024-06-08 02:52:36.816515365,Low,Resolved,Agent_15,2.88,1,Technical
T300309,2023-12-27,2023-12-27 17:07:11.061992364,Medium,Closed,Agent_7,17.12,1,Logistics
T300310,2025-09-08,2025-09-08 03:16:20.035500695,Critical,Resolved,Agent_5,3.27,1,Technical
T300311,2023-11-13,2023-11-13 11:59:08.526511065,Medium,Resolved,Agent_19,11.99,1,Other
T300312,2023-03-08,2023-03-08 22:17:22.736408629,Low,Resolved,Agent_15,22.29,1,Technical
T300313,2024-01-07,2024-01-08 12:26:39.679633960,Low,Resolved,Agent_6,36.44,1,Logistics
T300314,2024-12-16,2024-12-16 06:41:44.465278680,Low,Resolved,Agent_20,6.7,1,Other
T300315,2025-01-22,2025-01-26 02:24:30.738126704,Low,Resolved,Agent_15,98.41,0,Logistics
T300316,2024-03-29,2024-03-30 15:11:15.087067616,Low,Resolved,Agent_17,39.19,1,Technical
T300317,2024-03-16,2024-03-16 02:33:29.107715997,Critical,Resolved,Agent_19,2.56,1,HR
T300318,2025-07-16,2025-07-16 03:20:28.142792527,High,Resolved,Agent_3,3.34,1,Technical
T300319,2023-12-22,2023-12-22 23:00:21.450629903,Medium,Resolved,Agent_18,23.01,1,Technical
T300320,2023-02-08,2023-02-09 13:05:05.616870002,Medium,Closed,Agent_10,37.08,1,HR
T300321,2025-03-28,2025-03-28 06:58:34.519715524,High,Resolved,Agent_15,6.98,1,Billing
T300322,2025-10-12,2025-10-16 04:02:37.189894119,Medium,Resolved,Agent_18,100.04,0,Technical
T300323,2024-01-02,2024-01-02 18:24:23.653092871,Medium,Resolved,Agent_15,18.41,1,Technical
T300324,2024-09-08,2024-09-11 20:36:59.787409359,Medium,Closed,Agent_19,92.62,0,Logistics
T300325,2023-03-29,2023-04-01 06:51:59.050335642,Medium,Resolved,Agent_20,78.87,0,Billing
T300326,2024-09-05,2024-09-05 05:29:38.091676032,Critical,Resolved,Agent_5,5.49,1,Logistics
T300327,2024-01-25,2024-01-25 20:53:47.376337742,Medium,Resolved,Agent_11,20.9,1,Technical
T300328,2024-04-17,2024-04-17 02:40:49.488314771,Medium,Resolved,Agent_9,2.68,1,Billing
T300329,2024-04-15,2024-04-20 07:09:10.399487564,Low,Closed,Agent_5,127.15,0,Other
T300330,2025-03-17,2025-03-17 09:45:13.314299950,Critical,Resolved,Agent_11,9.75,0,Technical
T300331,2024-10-23,2024-10-24 09:18:56.120812778,Low,Resolved,Agent_7,33.32,1,Technical
T300332,2025-03-13,2025-03-13 02:11:42.821041005,Critical,Resolved,Agent_2,2.2,1,Technical
T300333,2025-01-27,2025-01-27 21:52:56.747456883,High,Resolved,Agent_20,21.88,1,Logistics
T300334,2023-07-04,2023-07-04 04:08:08.018222741,High,Closed,Agent_20,4.14,1,Logistics
T300335,2023-04-03,2023-04-03 18:44:01.705864165,Medium,Closed,Agent_19,18.73,1,HR
T300336,2023-07-04,2023-07-04 05:19:12.969082057,Medium,Resolved,Agent_18,5.32,1,Technical
T300337,2025-01-23,2025-01-23 09:47:36.923851391,Critical,Resolved,Agent_16,9.79,0,Technical
T300338,2025-10-02,2025-10-02 08:23:08.011346710,Critical,Closed,Agent_1,8.39,0,Logistics
T300339,2023-11-28,2023-11-28 04:08:23.684435254,High,Closed,Agent_3,4.14,1,Logistics
T300340,2023-04-12,2023-04-12 05:59:31.207556228,Low,Closed,Agent_9,5.99,1,Logistics
T300341,2024-02-09,2024-02-09 09:21:15.954822999,Low,Closed,Agent_17,9.35,1,Logistics
T300342,2024-03-26,2024-03-26 11:29:47.182384061,High,Resolved,Agent_8,11.5,1,Billing
T300343,2025-02-25,2025-02-25 03:54:05.694229262,Medium,Resolved,Agent_16,3.9,1,Billing
T300344,2024-03-29,2024-03-29 18:31:14.369373768,Low,Resolved,Agent_12,18.52,1,Logistics
T300345,2023-03-26,2023-03-29 15:43:26.849255023,Low,Resolved,Agent_4,87.72,0,Technical
T300346,2023-08-23,2023-08-23 04:05:41.706890120,Low,Resolved,Agent_5,4.09,1,Technical
T300347,2025-01-15,2025-01-15 10:26:37.675453133,High,Resolved,Agent_7,10.44,1,Technical
T300348,2023-09-10,2023-09-10 12:15:10.336065546,Medium,Resolved,Agent_18,12.25,1,Technical
T300349,2024-05-22,2024-05-22 06:09:11.610563490,Low,Resolved,Agent_20,6.15,1,Technical
T300350,2023-08-07,2023-08-07 17:05:33.843728409,Medium,Resolved,Agent_14,17.09,1,Technical
T300351,2024-02-20,2024-02-20 08:43:26.592003255,High,Resolved,Agent_8,8.72,1,Logistics
T300352,2024-04-17,2024-04-17 22:47:52.042501263,Low,Resolved,Agent_13,22.8,1,Technical
T300353,2024-02-17,2024-02-17 02:43:54.283066059,Low,Closed,Agent_4,2.73,1,Logistics
T300354,2023-05-31,2023-05-31 05:33:44.459280902,Medium,Closed,Agent_12,5.56,1,Logistics
T300355,2024-10-28,2024-10-28 12:26:57.625424359,Medium,Resolved,Agent_3,12.45,1,Technical
T300356,2024-06-10,2024-06-10 01:56:52.561954327,Critical,Resolved,Agent_5,1.95,1,Technical
T300357,2024-02-23,2024-02-23 08:23:57.395597920,Low,Closed,Agent_4,8.4,1,Billing
T300358,2022-12-31,2023-01-01 08:02:08.997823439,Low,Closed,Agent_15,32.04,1,Billing
T300359,2024-12-11,2024-12-12 00:19:40.977817145,Low,Resolved,Agent_5,24.33,1,Billing
T300360,2024-06-10,2024-06-11 02:14:33.754457785,Medium,Resolved,Agent_9,26.24,1,Billing
T300361,2023-05-28,2023-05-28 09:51:48.727455678,High,Resolved,Agent_14,9.86,1,Logistics
T300362,2022-12-07,2022-12-07 08:55:44.829727449,Low,Resolved,Agent_16,8.93,1,Other
T300363,2024-06-27,2024-06-28 03:55:40.797338277,Medium,Closed,Agent_3,27.93,1,Billing
T300364,2023-12-17,2023-12-17 07:30:51.850128186,High,Resolved,Agent_15,7.51,1,Billing
T300365,2024-08-09,2024-08-09 05:46:49.474294485,Low,Resolved,Agent_18,5.78,1,HR
T300366,2024-11-04,2024-11-04 01:00:00.000000000,Medium,Resolved,Agent_18,1.0,1,Logistics
T300367,2025-04-30,2025-05-01 23:15:44.384700713,Low,Resolved,Agent_14,47.26,1,Technical
T300368,2024-03-21,2024-03-22 22:16:23.902492466,Low,Resolved,Agent_7,46.27,1,Other
T300369,2025-02-07,2025-02-10 10:26:09.252827631,Low,Resolved,Agent_20,82.44,0,Technical
T300370,2025-06-30,2025-07-01 10:29:43.369011535,Medium,Resolved,Agent_6,34.5,1,Logistics
T300371,2024-01-24,2024-01-28 04:47:03.676523798,Low,Open,Agent_16,100.78,0,Logistics
T300372,2023-02-28,2023-02-28 08:18:05.967254256,Medium,Closed,Agent_19,8.3,1,Technical
T300373,2024-07-26,2024-07-26 12:47:33.400061897,Medium,Resolved,Agent_9,12.79,1,Technical
T300374,2023-05-31,2023-05-31 01:32:03.116068495,Medium,Resolved,Agent_20,1.53,1,Technical
T300375,2023-08-11,2023-08-11 06:21:32.542748243,High,Resolved,Agent_1,6.36,1,Technical
T300376,2023-08-04,2023-08-04 11:54:42.239754892,Low,Resolved,Agent_18,11.91,1,Billing
T300377,2025-09-30,2025-10-01 15:16:23.527973816,Medium,Resolved,Agent_14,39.27,1,Technical
T300378,2025-06-26,2025-06-27 01:37:45.624758736,Medium,Resolved,Agent_14,25.63,1,Technical
T300379,2025-04-24,2025-04-27 01:02:54.214591819,Low,Closed,Agent_8,73.05,0,Technical
T300380,2024-04-26,2024-04-26 21:32:38.984255667,Medium,Resolved,Agent_17,21.54,1,Billing
T300381,2024-02-04,2024-02-05 19:44:06.155427273,Low,Closed,Agent_18,43.74,1,Logistics
T300382,2024-01-27,2024-01-27 12:52:20.383385719,Low,Resolved,Agent_15,12.87,1,Technical
T300383,2023-10-26,2023-10-28 05:11:23.508752364,Low,Resolved,Agent_10,53.19,1,HR
T300384,2025-05-22,2025-05-22 01:51:55.437681954,High,Resolved,Agent_20,1.87,1,HR
T300385,2025-10-02,2025-10-02 15:29:30.486134336,Low,Closed,Agent_16,15.49,1,Technical
T300386,2024-08-07,2024-08-07 09:31:21.276256749,Low,Resolved,Agent_7,9.52,1,Technical
T300387,2024-08-30,2024-09-01 23:39:59.563386012,Medium,Closed,Agent_17,71.67,0,Logistics
T300388,2023-05-25,2023-05-26 03:24:13.162091790,High,Resolved,Agent_5,27.4,0,Technical
T300389,2023-01-28,2023-02-01 03:45:01.038289475,Low,Escalated,Agent_18,99.75,0,HR
T300390,2025-05-24,2025-05-25 14:40:43.042481497,High,Resolved,Agent_14,38.68,0,Technical
T300391,2025-09-26,2025-09-27 21:31:03.214465564,Low,Escalated,Agent_18,45.52,1,Logistics
T300392,2023-11-09,2023-11-11 06:01:19.617059450,Medium,Resolved,Agent_18,54.02,0,Logistics
T300393,2023-11-27,2023-11-27 16:33:55.199802894,Low,Resolved,Agent_15,16.57,1,Billing
T300394,2024-10-11,2024-10-11 23:18:55.786080345,Low,Resolved,Agent_11,23.32,1,Technical
T300395,2025-07-21,2025-07-21 15:06:00.294019504,Medium,Resolved,Agent_5,15.1,1,Billing
T300396,2022-12-25,2022-12-25 04:29:43.931247686,Low,Resolved,Agent_16,4.5,1,Technical
T300397,2025-06-01,2025-06-04 11:34:42.485860419,Low,Resolved,Agent_8,83.58,0,Technical
T300398,2024-11-24,2024-11-24 03:02:43.915896209,Medium,Open,Agent_13,3.05,1,Technical
T300399,2024-06-08,2024-06-08 09:38:46.445024171,Critical,Resolved,Agent_17,9.65,0,HR
T300400,2023-09-10,2023-09-15 02:36:30.561505866,Low,Resolved,Agent_9,122.61,0,Billing
T300401,2022-11-16,2022-11-17 16:16:08.530195357,Low,Resolved,Agent_15,40.27,1,Logistics
T300402,2022-11-29,2022-11-29 04:21:13.290094801,Medium,Resolved,Agent_7,4.35,1,Billing
T300403,2024-12-15,2024-12-15 13:46:29.607470074,Medium,Resolved,Agent_18,13.77,1,Billing
T300404,2023-10-22,2023-10-22 03:35:15.988219766,Medium,Escalated,Agent_14,3.59,1,Other
T300405,2024-09-25,2024-09-25 03:02:30.397218670,Medium,Resolved,Agent_8,3.04,1,Billing
T300406,2024-05-17,2024-05-18 09:51:42.504937690,Medium,Closed,Agent_2,33.86,1,Billing
T300407,2024-03-25,2024-03-25 23:57:56.801404061,Low,Resolved,Agent_18,23.97,1,Technical
T300408,2023-10-13,2023-10-13 01:00:00.000000000,High,Resolved,Agent_4,1.0,1,Technical
T300409,2025-02-22,2025-02-22 02:23:04.398088056,Low,Closed,Agent_2,2.38,1,Technical
T300410,2025-05-10,2025-05-13 09:42:53.958536636,Low,Resolved,Agent_10,81.71,0,Billing
T300411,2022-11-25,2022-11-26 22:24:21.351592131,Low,Escalated,Agent_6,46.41,1,Technical
T300412,2023-01-31,2023-02-03 17:20:15.512301779,Low,Resolved,Agent_11,89.34,0,Technical
T300413,2023-09-25,2023-09-25 15:20:53.292629247,Low,Resolved,Agent_20,15.35,1,Logistics
T300414,2025-06-29,2025-06-29 09:03:22.696627233,Medium,Escalated,Agent_10,9.06,1,HR
T300415,2024-06-24,2024-06-24 23:01:30.895456743,Medium,Resolved,Agent_17,23.03,1,Technical
T300416,2023-10-08,2023-10-08 13:07:44.387431558,High,Closed,Agent_8,13.13,1,Technical
T300417,2025-04-15,2025-04-15 01:00:00.000000000,Medium,Resolved,Agent_6,1.0,1,Technical
T300418,2023-12-01,2023-12-05 18:07:06.754061934,Low,Closed,Agent_16,114.12,0,Billing
T300419,2024-04-25,2024-04-26 14:31:34.644244690,Medium,Resolved,Agent_10,38.53,1,HR
T300420,2024-04-09,2024-04-09 06:47:14.946892712,Low,Resolved,Agent_19,6.79,1,Logistics
T300421,2023-12-14,2023-12-14 01:00:00.000000000,Low,Resolved,Agent_4,1.0,1,Billing
T300422,2025-04-01,2025-04-01 08:47:46.703453382,Critical,Resolved,Agent_2,8.8,0,Technical
T300423,2023-01-10,2023-01-12 07:57:47.386793061,Medium,Resolved,Agent_20,55.96,0,Technical
T300424,2024-04-28,2024-04-28 09:19:49.130580404,Medium,Resolved,Agent_2,9.33,1,HR
T300425,2025-01-27,2025-01-27 04:38:31.614721567,High,Resolved,Agent_12,4.64,1,Logistics
T300426,2024-06-24,2024-06-25 10:41:43.356712200,Low,Resolved,Agent_4,34.7,1,Technical
T300427,2025-04-03,2025-04-04 02:56:29.700534996,Medium,Resolved,Agent_16,26.94,1,Billing
T300428,2025-02-24,2025-02-25 01:02:11.240234102,Medium,Resolved,Agent_2,25.04,1,Technical
T300429,2024-12-26,2024-12-26 16:45:45.200222715,High,Resolved,Agent_16,16.76,1,HR
T300430,2025-06-09,2025-06-09 05:48:32.343315064,Low,Resolved,Agent_15,5.81,1,Technical
T300431,2022-11-01,2022-11-01 04:24:05.417445443,Critical,Closed,Agent_14,4.4,1,Billing
T300432,2024-05-02,2024-05-03 09:52:57.221868422,Low,Closed,Agent_11,33.88,1,Billing
T300433,2025-06-25,2025-06-27 23:49:38.843445639,Medium,Resolved,Agent_15,71.83,0,Technical
T300434,2024-06-13,2024-06-18 00:11:50.251017234,Low,Resolved,Agent_6,120.2,0,Billing
T300435,2023-03-14,2023-03-14 16:39:03.624892002,High,Resolved,Agent_16,16.65,1,Logistics
T300436,2025-03-18,2025-03-22 04:33:14.892494273,Low,Closed,Agent_1,100.55,0,Technical
T300437,2025-09-11,2025-09-12 08:51:15.766878616,Medium,Resolved,Agent_11,32.85,1,HR
T300438,2024-10-30,2024-10-30 15:17:46.580675382,High,Resolved,Agent_14,15.3,1,Logistics
T300439,2025-10-31,2025-10-31 11:39:46.168626791,Low,Resolved,Agent_2,11.66,1,Technical
T300440,2024-04-04,2024-04-05 22:05:53.659088464,Low,Resolved,Agent_16,46.1,1,Logistics
T300441,2025-04-27,2025-05-01 22:55:42.975134461,Low,Resolved,Agent_4,118.93,0,Technical
T300442,2025-01-04,2025-01-06 18:34:11.197173510,Low,Resolved,Agent_14,66.57,1,Billing
T300443,2024-03-15,2024-03-15 22:16:33.706306846,Medium,Closed,Agent_16,22.28,1,Other
T300444,2023-07-09,2023-07-09 07:10:02.726747498,Medium,Resolved,Agent_15,7.17,1,Technical
T300445,2025-04-23,2025-04-25 06:29:21.916381850,Low,Escalated,Agent_2,54.49,1,Billing
T300446,2022-11-08,2022-11-08 10:13:49.682911493,Medium,Resolved,Agent_13,10.23,1,Technical
T300447,2023-02-16,2023-02-16 03:14:16.897904986,Low,Closed,Agent_17,3.24,1,Billing
T300448,2025-01-25,2025-01-25 03:16:58.823387297,High,Closed,Agent_20,3.28,1,Technical
T300449,2024-04-06,2024-04-06 05:54:59.321842012,High,Resolved,Agent_10,5.92,1,Billing
T300450,2023-11-21,2023-11-26 16:53:46.698178551,Medium,Resolved,Agent_15,136.9,0,Technical
T300451,2023-05-02,2023-05-02 17:07:52.456268358,High,Resolved,Agent_17,17.13,1,Logistics
T300452,2025-05-10,2025-05-10 03:56:05.334796268,High,Resolved,Agent_8,3.93,1,HR
T300453,2025-08-11,2025-08-12 10:29:27.504880038,Medium,Resolved,Agent_2,34.49,1,Technical
T300454,2025-09-01,2025-09-01 02:39:20.337814155,Critical,Closed,Agent_1,2.66,1,Technical
T300455,2023-05-17,2023-05-17 05:37:03.471854049,Critical,Resolved,Agent_5,5.62,1,Billing
T300456,2022-12-07,2022-12-09 21:26:49.128023804,Low,Escalated,Agent_3,69.45,1,Billing
T300457,2025-04-11,2025-04-12 08:24:25.067919431,Medium,Resolved,Agent_11,32.41,1,Technical
T300458,2023-12-26,2023-12-26 07:14:28.861643709,Low,Resolved,Agent_16,7.24,1,HR
T300459,2025-08-28,2025-08-29 17:54:18.792096836,Medium,Resolved,Agent_9,41.91,1,Billing
T300460,2023-04-14,2023-04-16 13:30:55.594018612,Medium,Resolved,Agent_4,61.52,0,Technical
T300461,2023-02-28,2023-02-28 03:11:23.296308021,High,Resolved,Agent_9,3.19,1,Other
T300462,2024-11-13,2024-11-13 09:35:26.000778310,Medium,Resolved,Agent_14,9.59,1,Logistics
T300463,2023-11-07,2023-11-09 18:48:41.246607214,Medium,Resolved,Agent_10,66.81,0,Billing
T300464,2023-06-21,2023-06-29 05:31:33.325055357,Low,Resolved,Agent_16,197.53,0,Technical
T300465,2023-08-14,2023-08-15 05:00:09.340247177,Low,Resolved,Agent_9,29.0,1,Other
T300466,2024-11-07,2024-11-07 01:00:00.000000000,Medium,Resolved,Agent_3,1.0,1,Technical
T300467,2024-01-26,2024-01-27 08:25:02.189138654,High,Open,Agent_1,32.42,0,Technical
T300468,2024-08-18,2024-08-18 01:00:00.000000000,Medium,Resolved,Agent_20,1.0,1,Technical
T300469,2025-09-28,2025-09-28 04:48:34.136490865,High,Resolved,Agent_11,4.81,1,Technical
T300470,2025-06-22,2025-06-22 01:07:39.502447957,High,Resolved,Agent_20,1.13,1,Technical
T300471,2023-11-07,2023-11-08 10:24:43.132226546,Low,Resolved,Agent_20,34.41,1,Logistics
T300472,2024-05-02,2024-05-02 01:50:17.703926724,Low,Resolved,Agent_1,1.84,1,Technical
T300473,2025-07-30,2025-07-30 06:07:48.319061338,Medium,Open,Agent_5,6.13,1,Logistics
T300474,2024-02-19,2024-02-20 05:28:27.395120739,Low,Resolved,Agent_9,29.47,1,Technical
T300475,2023-05-30,2023-05-30 03:41:56.756242602,Low,Resolved,Agent_3,3.7,1,Technical
T300476,2023-12-10,2023-12-11 07:25:39.234887175,Low,Resolved,Agent_12,31.43,1,Logistics
T300477,2024-06-26,2024-06-26 14:47:09.296800414,Low,Resolved,Agent_18,14.79,1,Other
T300478,2024-07-04,2024-07-04 07:27:06.479424351,Medium,Resolved,Agent_2,7.45,1,HR
T300479,2024-06-03,2024-06-08 12:43:41.379832521,Low,Resolved,Agent_10,132.73,0,Billing
T300480,2022-11-25,2022-11-27 08:15:08.248086869,Low,Resolved,Agent_7,56.25,1,Technical
T300481,2024-07-19,2024-07-24 07:17:21.448154241,Low,Resolved,Agent_18,127.29,0,Logistics
T300482,2023-10-07,2023-10-07 20:34:29.911354580,Medium,Resolved,Agent_16,20.57,1,Technical
T300483,2023-05-31,2023-06-02 09:02:53.693680158,Medium,Resolved,Agent_13,57.05,0,Logistics
T300484,2025-05-02,2025-05-02 10:53:59.316911615,Critical,Resolved,Agent_1,10.9,0,Other
T300485,2024-06-10,2024-06-22 06:40:35.823539330,Low,Closed,Agent_7,294.68,0,Technical
T300486,2023-08-23,2023-08-24 09:34:11.745960009,Low,Resolved,Agent_11,33.57,1,Logistics
T300487,2025-08-06,2025-08-07 04:35:14.715888126,Medium,Resolved,Agent_6,28.59,1,Billing
T300488,2024-01-01,2024-01-01 08:24:25.973613761,Low,Closed,Agent_5,8.41,1,HR
T300489,2025-06-23,2025-06-25 19:19:10.326537950,Medium,Resolved,Agent_10,67.32,0,Logistics
T300490,2025-05-01,2025-05-01 06:06:17.584052751,High,Closed,Agent_3,6.1,1,Technical
T300491,2022-12-25,2022-12-29 23:15:22.947454192,Low,Resolved,Agent_15,119.26,0,HR
T300492,2024-12-04,2024-12-04 05:05:43.174760853,Low,Open,Agent_12,5.1,1,Logistics
T300493,2025-03-30,2025-03-31 10:45:29.878966804,Low,Resolved,Agent_5,34.76,1,Technical
T300494,2025-02-14,2025-02-14 01:00:00.000000000,Low,Resolved,Agent_14,1.0,1,Other
T300495,2024-05-15,2024-05-16 01:49:06.645661923,Low,Resolved,Agent_12,25.82,1,Billing
T300496,2024-10-25,2024-10-25 04:10:07.389983008,Low,Resolved,Agent_11,4.17,1,Other
T300497,2022-11-04,2022-11-04 14:18:44.343822183,Medium,Resolved,Agent_13,14.31,1,Billing
T300498,2023-10-30,2023-10-31 14:57:01.787011889,Low,Open,Agent_10,38.95,1,Technical
T300499,2024-11-22,2024-11-25 19:47:39.197242147,Low,Resolved,Agent_10,91.79,0,Technical
T300500,2025-08-19,2025-08-19 08:24:14.782709595,Medium,Resolved,Agent_14,8.4,1,Technical
T300501,2023-12-31,2023-12-31 20:04:40.113614253,Medium,Resolved,Agent_20,20.08,1,Logistics
T300502,2023-12-04,2023-12-04 01:39:01.560093081,Medium,Closed,Agent_16,1.65,1,Billing
T300503,2025-06-11,2025-06-13 10:44:38.528898074,Medium,Resolved,Agent_12,58.74,0,Other
T300504,2023-08-31,2023-08-31 14:25:25.431880350,Medium,Closed,Agent_18,14.42,1,Technical
T300505,2025-02-17,2025-02-17 06:59:14.618797970,Medium,Resolved,Agent_4,6.99,1,Technical
T300506,2023-02-12,2023-02-12 14:55:56.971040685,Medium,Open,Agent_10,14.93,1,HR
T300507,2023-10-30,2023-10-31 07:31:39.672844292,Low,Closed,Agent_1,31.53,1,Logistics
T300508,2024-05-20,2024-05-20 08:09:32.395195160,Critical,Resolved,Agent_18,8.16,0,Logistics
T300509,2025-01-08,2025-01-15 08:15:19.019068514,Low,Resolved,Agent_15,176.26,0,Billing
T300510,2024-09-06,2024-09-06 02:28:17.939257114,High,Resolved,Agent_17,2.47,1,Logistics
T300511,2023-11-03,2023-11-03 02:41:22.755081447,Low,Resolved,Agent_1,2.69,1,Technical
T300512,2024-10-25,2024-10-26 01:35:25.119606131,Medium,Closed,Agent_14,25.59,1,Other
T300513,2024-10-15,2024-10-17 03:49:11.767262747,Medium,Closed,Agent_12,51.82,0,Logistics
T300514,2025-02-02,2025-02-03 15:57:36.866043198,Low,Escalated,Agent_11,39.96,1,HR
T300515,2023-01-31,2023-01-31 01:59:51.960817897,Medium,Resolved,Agent_20,2.0,1,Logistics
T300516,2024-07-16,2024-07-16 13:08:49.231561994,Medium,Closed,Agent_19,13.15,1,Technical
T300517,2023-04-18,2023-04-20 03:02:41.839366178,Low,Resolved,Agent_4,51.04,1,Logistics
T300518,2023-11-22,2023-11-22 19:04:59.731113667,Low,Open,Agent_17,19.08,1,Technical
T300519,2023-02-09,2023-02-12 17:27:32.560752924,Low,Resolved,Agent_18,89.46,0,Billing
T300520,2025-08-05,2025-08-05 12:12:57.074275538,Low,Resolved,Agent_4,12.22,1,Technical
T300521,2023-05-12,2023-05-12 21:45:36.259754384,Low,Resolved,Agent_1,21.76,1,Technical
T300522,2025-03-19,2025-03-19 14:53:33.381513725,Critical,Resolved,Agent_6,14.89,0,Logistics
T300523,2024-10-19,2024-10-19 20:27:15.234698412,Medium,Resolved,Agent_7,20.45,1,Technical
T300524,2025-06-20,2025-06-20 01:00:00.000000000,Medium,Escalated,Agent_1,1.0,1,Logistics
T300525,2025-07-02,2025-07-02 06:42:49.719229229,Medium,Closed,Agent_6,6.71,1,HR
T300526,2023-06-16,2023-06-16 08:23:52.394637383,Critical,Resolved,Agent_3,8.4,0,Technical
T300527,2023-10-27,2023-10-27 01:16:58.220571772,Medium,Resolved,Agent_16,1.28,1,Technical
T300528,2022-12-13,2022-12-17 23:16:38.759672470,Medium,Open,Agent_2,119.28,0,Billing
T300529,2023-04-30,2023-05-04 13:31:45.586210441,Low,Resolved,Agent_2,109.53,0,Billing
T300530,2024-03-25,2024-03-25 06:04:51.998184999,Medium,Resolved,Agent_11,6.08,1,Billing
T300531,2024-02-05,2024-02-07 06:12:24.289836576,Medium,Resolved,Agent_20,54.21,0,Technical
T300532,2023-08-13,2023-08-15 09:42:23.526424174,Low,Resolved,Agent_11,57.71,1,Logistics
T300533,2025-09-26,2025-09-26 13:17:45.212986406,Medium,Resolved,Agent_8,13.3,1,Billing
T300534,2025-05-21,2025-05-21 10:28:42.611578292,Low,Resolved,Agent_19,10.48,1,Billing
